drugbank_id,cas,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic)
DB00577,124832-26-4,-0.84,-0.45,3.55e+00 g/l,8.1,7.36
DB00578,4697-36-3,1.13,0.82,3.90e-01 g/l,3.11,-6.3
DB00579,22232-71-9,2.64,3.44,1.39e-01 g/l,11.61,3.86
DB00580,181695-72-7,3.32,2.82,3.48e-02 g/l,10.06,0.42
DB00581,4618-18-2,-3.3,-4.5,7.92e+02 g/l,10.28,-3
DB00582,137234-62-9,1.65,1.82,9.78e-02 g/l,12.71,2.27
DB00583,541-15-1,-2.9,-4.9,5.33e+00 g/l,4.2,-3.6
DB00584,75847-73-3,0.19,0.59,2.13e-01 g/l,3.67,5.2
DB00586,15307-86-5,4.98,4.26,4.47e-03 g/l,4,-2.1
DB00587,128312-51-6,4.98,5.48,8.72e-04 g/l,4.36,2.44
DB00588,80474-14-2,3.69,3.72,1.14e-02 g/l,13.56,-3.4
DB00589,18016-80-3,2.37,2.17,1.40e-01 g/l,15.36,6.88
DB00590,74191-85-8,2.53,2.14,7.90e-01 g/l,12.67,7.24
DB00591,67-73-2,2.47,1.6,5.47e-02 g/l,13.38,-3.3
DB00593,77-67-8,0.1,0.55,1.01e+02 g/l,10.73,-6.6
DB00594,2609-46-3,-0.48,-0.5,6.16e-01 g/l,11.43,7.35
DB00595,79-57-2,-0.99,-4.5,1.40e+00 g/l,2.84,7.41
DB00596,98651-66-2,2.93,2.7,2.20e-02 g/l,12.46,-3.4
DB00597,120066-54-8,0.36,-7.5,1.12e+01 g/l,0.76,10
DB00598,36894-69-6,1.73,1.89,5.78e-03 g/l,8.05,9.8
DB00599,76-75-5,3.05,2.78,3.98e-02 g/l,7.2,-3
DB00600,103-16-2,3.08,3.24,3.92e-02 g/l,9.91,-4.8
DB00601,165800-03-3,0.61,0.64,1.44e+00 g/l,14.45,-0.66
DB00603,71-58-9,3.42,4.13,2.21e-03 g/l,17.82,-4.9
DB00604,81098-60-4,2.95,2.49,1.20e-02 g/l,14.58,8.24
DB00605,38194-50-2,2.96,2.93,2.51e-02 g/l,4.09,-6.7
DB00606,2259-96-3,1.32,0.94,2.79e-01 g/l,9.06,-2.5
DB00607,147-52-4,3.21,2.29,1.72e-02 g/l,3.31,-1.9
DB00609,536-33-4,1.88,1.33,8.39e-01 g/l,11.89,5
DB00610,54-49-9,-0.59,-0.045,1.28e+01 g/l,9.03,9.68
DB00611,42408-82-2,3.65,2.89,1.60e-01 g/l,9.86,10.7
DB00612,66722-44-9,2.3,2.2,7.07e-02 g/l,14.09,9.67
DB00613,86-42-0,4.83,3.76,8.80e-03 g/l,9.12,10.23
DB00615,72559-06-9,4.25,4.19,1.70e-02 g/l,7.93,8.62
DB00616,123122-55-4,3.55,4.68,2.25e-03 g/l,4.29,1.32
DB00618,127-33-3,-0.4,-3.2,5.30e-01 g/l,-2.6,8.23
DB00619,152459-95-5,3.47,4.38,1.46e-02 g/l,12.45,8.27
DB00620,124-94-7,0.84,0.24,8.47e-01 g/l,11.75,-3.3
DB00623,69-23-8,4.4,3.97,1.90e-02 g/l,15.59,8.21
DB00624,58-22-0,2.99,3.37,3.33e-02 g/l,18.52,-0.88
DB00625,154598-52-4,3.89,4.46,8.55e-03 g/l,12.52,-1.5
DB00626,1405-87-4,-2.9,-6.8,2.45e-02 g/l,3.19,9.63
DB00627,59-67-6,0.29,-0.17,8.31e+01 g/l,2.79,4.19
DB00628,23887-31-2,2.68,3.21,2.48e-02 g/l,3.32,-0.64
DB00630,66376-36-1,-1.3,-4.2,1.69e+01 g/l,0.69,9.91
DB00631,123318-82-1,0.32,-0.29,4.89e+00 g/l,12.71,1.3
DB00632,661-19-8,9.31,8.81,1.96e-05 g/l,16.84,-2
DB00633,113775-47-6,3.28,3.39,1.74e-01 g/l,14.09,6.54
DB00634,144-80-9,0.15,-0.26,4.21e+00 g/l,4.3,2.14
DB00635,53-03-2,2.07,1.66,1.11e-01 g/l,12.58,-3.3
DB00640,58-61-7,-1.2,-2.1,1.40e+01 g/l,12.45,3.94
DB00641,79902-63-9,4.51,4.46,1.22e-02 g/l,14.91,-2.8
DB00642,137281-23-3,0.11,1.2,4.55e-02 g/l,3.39,2.43
DB00643,31431-39-7,2.95,3.26,3.87e-02 g/l,8.44,3.93
DB00644,33515-09-2,-0.09,-6.3,5.88e-02 g/l,9.47,11.16
DB00645,586-60-7,4.11,3.68,4.60e-02 g/l,15.88,8.36
DB00646,1400-61-9,-3.1,-1.9,8.60e-02 g/l,3.61,9.11
DB00649,3056-17-5,-0.73,-0.23,4.05e+01 g/l,9.95,-3
DB00650,58-05-9,-0.46,-2.3,2.97e-01 g/l,3.47,2.81
DB00651,479-18-5,-0.98,-1.9,1.43e+01 g/l,13.91,-0.97
DB00652,359-83-1,4.44,3.89,1.22e-01 g/l,7.59,12.4
DB00654,130209-82-4,4.16,3.98,1.29e-02 g/l,14.47,-2.7
DB00655,53-16-7,4.03,4.31,3.94e-03 g/l,10.33,-5.4
DB00659,77337-76-9,-1.8,-2.8,1.88e+01 g/l,-1.1,-0.47
DB00660,1665-48-1,1.63,2.37,1.28e+00 g/l,13.14,-4.9
DB00662,138-56-7,2.44,2.16,3.98e-02 g/l,14.36,8.77
DB00663,2135-17-3,1.91,1.34,8.53e-02 g/l,12.42,-3.3
DB00664,152-47-6,0.41,0.23,4.06e-01 g/l,5.91,1.98
DB00665,63612-50-0,1.74,2.25,4.19e-03 g/l,15.01,-4.4
DB00666,76932-56-4,1.21,-2.7,1.66e-02 g/l,9.49,11.92
DB00668,51-43-4,-0.82,-0.43,1.86e+01 g/l,9.69,8.91
DB00669,103628-46-2,1.17,0.74,1.27e-01 g/l,11.24,9.54
DB00670,28797-61-7,1.26,0.85,6.82e-01 g/l,9.57,7.59
DB00671,79350-37-1,0.25,-1.2,1.04e-01 g/l,3.45,2.92
DB00673,170729-80-3,2.44,5.22,1.94e-02 g/l,9.65,3.51
DB00678,114798-26-4,4.5,5.08,4.70e-03 g/l,7.4,4.12
DB00680,31883-05-3,3.04,3.07,3.39e-02 g/l,12.9,6.73
DB00681,1397-89-3,-0.66,-2.3,8.19e-02 g/l,3.58,9.11
DB00682,81-81-2,2.41,2.74,4.72e-02 g/l,6.33,-6.6
DB00684,32986-56-4,-3,-6.5,5.37e+01 g/l,12.54,9.83
DB00685,147059-72-1,0.86,0.14,7.04e-02 g/l,5.41,9.44
DB00686,37300-21-3,-2.5,-11,3.49e+00 g/l,-2.9,-3.6
DB00687,127-31-1,1.35,1.32,2.24e-01 g/l,12.55,-3.3
DB00688,128794-94-5,2.17,3.47,9.50e-02 g/l,9.76,6.19
DB00689,03-01-3577,0.54,-3,1.48e-01 g/l,3.34,7.44
DB00691,103775-10-6,1.52,1.5,5.85e-03 g/l,3.46,5.2
DB00692,50-60-2,2.91,2.52,2.72e-01 g/l,9.78,9.02
DB00693,05-07-2321,2.64,3.88,2.55e-02 g/l,8.72,-3.7
DB00694,20830-81-3,1.68,1.73,6.27e-01 g/l,9.53,8.94
DB00695,54-31-9,2.71,1.75,1.18e-01 g/l,4.25,-1.5
DB00696,113-15-5,2.95,2.6,2.23e-01 g/l,9.7,7.78
DB00698,67-20-9,0.03,-0.22,4.15e-01 g/l,8.23,-2.2
DB00700,107724-20-9,1.67,2.33,9.03e-03 g/l,15.11,-4.2
DB00701,161814-49-9,1.85,2.43,4.91e-02 g/l,13.61,2.39
DB00703,554-57-4,-0.2,-0.59,1.74e+00 g/l,7.21,-3.6
DB00704,16590-41-3,2.07,1.36,3.07e+00 g/l,7.39,11.54
DB00705,136817-59-9,2.77,1.02,8.60e-02 g/l,9.39,6.82
DB00706,106133-20-4,3.05,2.04,6.55e-03 g/l,9.93,9.28
DB00709,134678-17-4,-1.3,-1.1,2.76e+00 g/l,14.29,-0.16
DB00710,114084-78-5,0.26,-2.5,1.34e+01 g/l,0.66,9.93
DB00713,66-79-5,2.05,1.7,8.62e-02 g/l,3.75,-0.12
DB00714,58-00-4,2.51,2.87,5.10e-01 g/l,6.58,13.25
DB00716,69049-73-6,2.18,2.5,4.59e-02 g/l,2.28,-4.2
DB00717,68-22-4,2.72,3.22,6.68e-03 g/l,17.59,-1.7
DB00718,142340-99-6,1.49,3.06,6.33e-01 g/l,18.59,5.13
DB00722,76547-98-3,-1.2,-3.1,2.16e-01 g/l,3.17,10.21
DB00723,390-28-3,0.41,0.57,9.21e+00 g/l,13.61,9.28
DB00724,99011-02-6,2.83,2.65,2.47e-01 g/l,19.99,5.01
DB00725,80-49-9,-1.9,-2.6,5.20e-03 g/l,11.99,-4.1
DB00728,143558-00-3,2.71,-0.33,2.84e-05 g/l,14.59,7.96
DB00730,148-79-8,2.47,2.33,1.38e-01 g/l,10.28,4.08
DB00731,105816-04-4,3.59,4.03,8.48e-03 g/l,4,-1.1
DB00732,64228-81-5,3.34,-0.96,4.17e-05 g/l,19.02,-4.1
DB00733,6735-59-7,-3,-3.3,1.49e-01 g/l,5.78,-1.1
DB00736,119141-88-7,1.66,2.43,3.53e-01 g/l,9.68,4.77
DB00739,3511-16-8,0.85,-0.015,5.12e-01 g/l,3.63,5.47
DB00740,1744-22-5,2.83,3.4,3.95e-02 g/l,16.44,4.57
DB00741,50-23-7,1.79,1.28,1.99e-01 g/l,12.59,-2.8
DB00742,69-65-8,-2.7,-3.7,2.29e+02 g/l,12.59,-3
DB00743,113662-23-0,0.92,-4.1,7.68e-01 g/l,0.085,9.58
DB00744,111406-87-2,2.01,2.01,5.39e-02 g/l,8.84,-5.5
DB00745,68693-11-8,1.75,1.53,6.22e-01 g/l,8.84,-4.4
DB00746,70-51-9,0.93,-3.4,9.90e-02 g/l,7.92,10.23
DB00747,51-34-3,1.4,0.89,6.61e+00 g/l,15.15,6.95
DB00749,41340-25-4,3.39,3.44,3.92e-02 g/l,4.73,-4.2
DB00750,721-50-6,1.87,2.68,3.26e-01 g/l,13.51,8.82
DB00754,86-35-1,1.11,1.07,2.38e+00 g/l,11.29,-8.4
DB00756,70-30-4,6.77,7.08,4.33e-04 g/l,5.15,-7.4
DB00757,115956-12-2,2.41,2.33,2.61e-01 g/l,12.18,5.68
DB00759,60-54-8,-0.56,-3.5,1.33e+00 g/l,-2.2,8.24
DB00760,96036-03-2,-0.69,-4.4,5.63e+00 g/l,3.47,9.39
DB00762,97682-44-5,3.94,2.78,1.07e-01 g/l,11.71,9.47
DB00763,60-56-0,-0.38,0.75,1.13e+01 g/l,10.41,-3
DB00764,105102-22-5,2.81,3.5,5.23e-03 g/l,12.49,-3.3
DB00765,672-87-7,-1.9,-1.1,2.48e+00 g/l,2.06,9.93
DB00766,58001-44-8,-1.2,-1.5,3.37e+02 g/l,3.32,-2.6
DB00767,63-12-7,2.49,1.42,4.90e-01 g/l,19.61,7.5
DB00768,113806-05-6,3.99,0.75,3.13e-02 g/l,3.78,9.76
DB00769,76-47-1,2.82,2.32,8.55e-02 g/l,12.61,6.43
DB00770,745-65-3,3.04,3.59,7.88e-02 g/l,4.35,-1.6
DB00771,7020-55-5,-0.5,-1.1,3.77e-04 g/l,11.05,-4.5
DB00773,33419-42-0,0.73,1.16,9.78e-01 g/l,9.33,-3.7
DB00774,135-09-1,0.44,-0.3,8.58e-01 g/l,9.07,-2.7
DB00775,144494-65-5,1.78,0.6,3.17e-03 g/l,3.17,10.21
DB00776,28721-07-5,1.76,1.82,1.60e-01 g/l,13.18,-4.3
DB00777,362-29-8,4.53,4.55,7.03e-03 g/l,16.64,8.32
DB00778,80214-83-1,2.9,3,1.87e-01 g/l,12.45,9.08
DB00779,389-08-2,0.95,1.01,2.30e+00 g/l,5.95,4.68
DB00782,298-50-0,2.66,0.36,7.22e-05 g/l,18.1,-7.2
DB00783,50-28-2,3.57,3.75,2.13e-02 g/l,10.33,-0.88
DB00784,61-68-7,4.58,5.4,1.37e-02 g/l,3.89,-1.6
DB00786,154039-60-8,0.41,-0.059,3.38e+00 g/l,8.61,-1
DB00787,59277-89-3,-0.95,-1,9.08e+00 g/l,11.98,3.02
DB00788,22204-53-1,3.29,2.99,5.11e-02 g/l,4.19,-4.8
DB00789,80529-93-7,0.05,-6.3,7.86e+00 g/l,1.95,8.82
DB00790,82834-16-0,0.56,0.63,1.22e+00 g/l,3.79,5.48
DB00791,66-75-1,0.79,0.41,1.32e+00 g/l,9.05,1.61
DB00794,125-33-7,0.62,1.12,1.04e+00 g/l,11.5,-6.2
DB00795,599-79-1,2.92,4.25,4.64e-02 g/l,3.23,0.55
DB00796,145040-37-5,5.12,7.53,2.04e-03 g/l,4.23,1.45
DB00798,1403-66-3,-1.6,-3.1,1.26e+01 g/l,12.55,10.18
DB00800,67227-56-9,2.39,1.92,2.72e-01 g/l,8.12,10.4
DB00801,23092-17-3,3.52,4.03,1.70e-03 g/l,18.88,2.33
DB00803,1066-17-7,-1.3,-8.1,2.38e-01 g/l,11.6,10.23
DB00805,25905-77-5,2.15,2.19,7.01e-02 g/l,19.25,6.28
DB00806,06-05-6493,0.08,0.23,5.17e+00 g/l,19.64,-0.93
DB00808,26807-65-8,2.52,2.64,3.42e-02 g/l,8.85,0.097
DB00809,1508-75-4,1.42,1.38,3.75e-01 g/l,15.18,5.02
DB00810,514-65-8,4.28,3.54,4.26e-03 g/l,13.82,9.3
DB00811,36791-04-5,-1.9,-2.8,3.32e+01 g/l,11.88,-1.2
DB00814,71125-38-7,2.28,1.6,1.54e-01 g/l,4.47,0.47
DB00816,586-06-1,-0.32,0.21,6.92e+00 g/l,8.84,9.7
DB00817,40034-42-2,1.85,1.9,1.02e-01 g/l,6.18,4.9
DB00818,2078-54-8,3.81,4.16,1.58e-01 g/l,10.98,-5
DB00819,59-66-5,-0.39,-1,2.79e+00 g/l,6.93,-3.3
DB00820,171596-29-5,2.36,1.64,2.50e-01 g/l,15.17,-4.2
DB00824,41078-02-8,0.35,-0.11,5.68e+00 g/l,7.83,-0.77
DB00825,2216-51-5,2.68,2.66,5.58e-01 g/l,19.55,-0.81
DB00826,7681-93-8,-3.5,-1.7,2.78e-01 g/l,3.58,9.11
DB00827,28657-80-9,1.25,1.72,9.61e-01 g/l,4.93,-4.6
DB00828,23155-02-4,-0.86,-0.74,4.69e+01 g/l,1.25,-4.3
DB00832,86-34-0,0.61,0.91,2.21e+00 g/l,19.4,-7.4
DB00833,53994-73-3,0.85,-2.3,2.10e-01 g/l,3.03,7.44
DB00834,84371-65-3,5.33,5.13,3.36e-03 g/l,12.87,4.89
DB00836,53179-11-6,4.44,4.77,8.60e-04 g/l,13.96,9.41
DB00837,62666-20-0,3.47,3.31,6.93e-03 g/l,8.5,4.99
DB00838,4828-27-7,2.73,2.47,1.50e-02 g/l,13.53,-3.3
DB00839,1156-19-0,1.4,1.91,3.08e-01 g/l,4.07,1.61
DB00841,34368-04-2,2.97,2.62,1.37e-02 g/l,10.14,9.27
DB00842,604-75-1,2.01,2.92,8.81e-02 g/l,10.61,-1.5
DB00843,120014-06-4,4.14,4.21,4.50e-03 g/l,17.02,8.62
DB00844,20594-83-6,2,1.19,2.09e+00 g/l,7.45,13.75
DB00845,2030-63-9,7.39,7.3,1.51e-03 g/l,16.15,9.29
DB00846,1524-88-5,2.02,1.56,5.78e-02 g/l,13.74,-2.8
DB00847,60-23-1,0.01,-0.42,2.35e+01 g/l,9.42,10.4
DB00850,58-39-9,4.15,3.69,2.37e-02 g/l,15.59,8.21
DB00851,04-03-4342,-0.32,-0.43,1.36e+00 g/l,6.64,1.72
DB00852,90-82-4,1,1.32,8.26e+00 g/l,13.89,9.52
DB00853,85622-93-1,-1,-0.28,5.09e+00 g/l,10.51,-3.6
DB00854,77-07-6,3.29,2.9,1.73e-01 g/l,10.46,9.66
DB00855,106-60-5,-2.8,-3.3,1.73e+02 g/l,4.05,7.84
DB00856,104-29-0,1.46,1.1,1.04e+01 g/l,13.62,-3
DB00858,58-19-5,3.81,3.95,6.05e-03 g/l,19.38,-0.88
DB00859,52-67-5,-1.7,-2.1,4.65e+00 g/l,2.56,9.09
DB00860,50-24-8,1.66,1.27,2.39e-01 g/l,12.59,-2.9
DB00861,22494-42-4,3.11,3.91,7.11e-02 g/l,2.69,-6.3
DB00862,224785-90-4,2.18,1.33,3.25e-01 g/l,8.01,6.21
DB00864,104987-11-3,3.19,5.59,4.02e-03 g/l,9.96,-2.9
DB00866,13655-52-2,2.59,2.69,1.88e-01 g/l,14.09,9.67
DB00867,26652-09-5,1.53,1.82,1.79e-01 g/l,9.15,9.81
DB00869,120279-96-1,-0.5,-0.15,6.99e-01 g/l,8.18,7.14
DB00870,40828-46-4,3.16,3.53,4.22e-02 g/l,4.01,-7.8
DB00871,23031-25-6,0.55,0.44,5.84e+00 g/l,8.86,9.76
DB00872,210101-16-9,5.23,5.44,1.75e-03 g/l,11.14,6.23
DB14596,82034-46-6,3.08,3.94,6.93e-03 g/l,14.88,-2.9
DB00874,93-14-1,0.76,0.34,1.49e+01 g/l,13.62,-3
DB00875,2709-56-0,4.56,4.5,3.99e-03 g/l,15.59,8.43
DB00876,133040-01-4,3.57,3.8,8.66e-03 g/l,3.63,6.93
DB00877,53123-88-9,4.85,7.45,1.73e-03 g/l,9.96,-3
DB00879,143491-57-0,-0.8,-0.9,2.00e+00 g/l,14.29,-3.1
DB00880,58-94-6,0.41,-0.44,3.98e-01 g/l,9.1,1.15
DB00881,85441-61-8,1.39,1.96,8.50e-03 g/l,3.7,5.2
DB00884,105462-24-6,-0.75,-3.3,1.04e+01 g/l,0.68,4.91
DB00885,69372-19-6,0.13,1.46,4.62e-01 g/l,5.8,-1.4
DB00886,167305-00-2,2.15,2.06,7.69e-02 g/l,3.77,-3.6
DB00887,28395-03-1,3.44,2.42,2.57e-02 g/l,4.69,2.7
DB00889,109889-09-0,2.64,1.88,4.34e-01 g/l,14.75,9
DB00890,13029-44-2,5.18,4.83,1.23e-02 g/l,9.1,-6
DB00891,144-83-2,0.84,1.01,2.35e-01 g/l,6.24,2.63
DB00892,99-43-4,3.3,3.05,5.44e-01 g/l,19.76,8.96
DB00894,968-93-4,2.33,3.23,2.30e-02 g/l,18.84,-5
DB00896,49697-38-3,3.64,4.38,1.21e-02 g/l,18.76,-0.21
DB00897,28911-01-5,2.94,2.89,1.83e-02 g/l,18.08,4.32
DB00898,64-17-5,-0.4,-0.16,5.79e+02 g/l,16.47,-2.2
DB00900,69655-05-6,-0.99,-0.35,6.58e+00 g/l,6.94,2.75
DB00901,30392-40-6,4.69,6.3,4.80e-04 g/l,14,9.59
DB00903,58-54-8,3.42,3.66,1.94e-02 g/l,2.8,-5
DB00904,99614-02-5,2.56,2.35,2.48e-01 g/l,15.39,7.34
DB00905,155206-00-1,3.41,2.63,1.87e-02 g/l,14.35,-1.3
DB00906,115103-54-3,4.98,2.6,2.11e-02 g/l,4.14,9.26
DB00908,56-54-2,2.82,2.51,3.34e-01 g/l,13.89,9.05
DB00909,68291-97-4,0.67,0.11,2.09e+00 g/l,9.84,-1.8
DB00910,131918-61-1,5.27,4.26,6.80e-03 g/l,14.81,-1
DB00912,135062-02-1,5.05,3.95,2.94e-03 g/l,3.68,4.82
DB00914,114-86-3,-0.72,0.83,2.32e-01 g/l,19.18,11.97
DB00916,443-48-1,-0.15,-0.46,5.92e+00 g/l,15.44,3.09
DB00917,363-24-6,3.31,3.23,4.40e-02 g/l,4.3,-1.6
DB00918,154323-57-6,2.04,1.52,1.21e-01 g/l,17.14,9.55
DB00919,1695-77-8,-1.4,-2.4,1.50e+02 g/l,8.58,9.4
DB00920,34580-13-7,3.49,3.35,7.87e-03 g/l,12.3,7.15
DB00921,52485-79-7,4.53,3.55,1.68e-02 g/l,7.5,12.54
DB00922,141505-33-1,2.69,2.16,8.81e-02 g/l,10.53,4.91
DB00923,60925-61-3,-1.4,-3.2,1.97e-01 g/l,2.55,9.14
DB00927,76824-35-6,-0.2,-2,2.71e-01 g/l,9.29,8.38
DB00928,320-67-2,-2.4,-3.1,1.21e+01 g/l,12.55,-0.38
DB00929,59122-46-2,3.88,3.86,1.64e-02 g/l,14.68,-0.95
DB00931,914-00-1,-0.46,-3.5,1.14e+00 g/l,2.88,7.44
DB00932,174484-41-4,6.29,7.14,2.05e-04 g/l,5.92,-3.3
DB00933,5588-33-0,3.83,3.57,7.67e-02 g/l,15.86,8.19
DB00935,1491-59-4,3.7,3.03,5.15e-02 g/l,10.91,10.15
DB00936,69-72-7,1.96,1.98,1.13e+01 g/l,2.79,-6.3
DB00937,90-84-6,2.8,2.7,1.22e+00 g/l,17.43,7.44
DB00938,89365-50-4,3.82,3.61,2.26e-03 g/l,10.12,9.4
DB00939,644-62-2,5.11,6.09,3.66e-03 g/l,3.79,-3.6
DB00940,5818-17-7,0.5,-0.47,1.32e-04 g/l,18.1,-7.2
DB00942,77-39-4,4.15,3.79,9.09e-03 g/l,13.84,9.32
DB00943,7481-89-2,-1.3,-1.2,7.05e+00 g/l,14.67,0.18
DB00945,50-78-2,1.43,1.24,1.46e+00 g/l,3.41,-7.1
DB00946,435-97-2,3.81,3.74,4.86e-02 g/l,6.44,-6.5
DB00947,129453-61-8,6.54,7.57,6.72e-03 g/l,10.32,-0.88
DB00948,51481-65-3,0.21,-0.84,4.71e-01 g/l,3.49,-5.9
DB00950,83799-24-0,5.02,2.94,2.66e-03 g/l,4.04,9.01
DB00951,54-85-3,-0.71,-0.69,3.49e+01 g/l,13.61,3.35
DB00952,121679-13-8,2.16,1.44,1.14e-01 g/l,11.55,9.18
DB00953,144034-80-0,1.67,1.77,3.38e-01 g/l,17.24,9.56
DB00954,62013-04-1,2.9,2.95,2.30e-01 g/l,12.49,9.13
DB00955,56391-56-1,-1.4,-3.5,9.20e+00 g/l,12.55,9.8
DB00956,125-29-1,2.13,1.96,7.97e-01 g/l,18,8.61
DB00957,35189-28-7,3.8,4.11,5.31e-03 g/l,11.47,3.11
DB00959,83-43-2,2.06,1.56,1.09e-01 g/l,12.59,-2.9
DB00960,13523-86-9,2.17,1.69,8.61e-01 g/l,14.09,9.67
DB00961,96-88-8,2.16,3.19,6.21e-01 g/l,13.62,7.25
DB00963,91714-94-2,3,3.66,1.26e-02 g/l,3.81,1.59
DB00966,144701-48-4,6.66,6.04,3.50e-03 g/l,3.65,6.13
DB00968,555-30-6,-2,-1.4,2.26e+00 g/l,1.73,9.85
DB00969,122852-42-0,1.85,1.21,4.38e-01 g/l,13.32,6.81
DB00970,50-76-0,2.76,-0.097,2.00e-02 g/l,10.52,-0.13
DB00973,163222-33-1,4.14,4.56,8.46e-03 g/l,9.48,-3
DB00974,60-00-4,-1.2,-4.9,9.26e+00 g/l,2.35,7.73
DB00975,58-32-2,1.52,1.81,9.22e-01 g/l,14.97,6.59
DB00976,191114-48-4,4.21,5.13,2.83e-02 g/l,8.84,7.65
DB00977,57-63-6,3.63,3.9,6.77e-03 g/l,10.33,-1.7
DB00978,98079-51-7,0,-0.39,1.06e-01 g/l,5.64,8.7
DB00979,512-15-2,2.09,2.32,1.50e+00 g/l,14.19,8.42
DB00980,196597-26-9,3.03,2.57,1.64e-02 g/l,15.82,-0.4
DB00981,57-47-6,1.8,2.23,9.92e-01 g/l,14.77,6.59
DB00983,73573-87-2,1.91,1.06,4.16e-02 g/l,8.61,9.81
DB00984,62-90-8,4.22,5.79,4.58e-04 g/l,19.28,-4.7
DB00986,740028-90-4,-1.2,-1.4,9.44e-04 g/l,11.53,-4.3
DB00987,147-94-4,-2.2,-2.8,4.38e+01 g/l,12.55,-0.55
DB00988,51-61-6,-0.4,0.03,7.43e+00 g/l,10.01,9.27
DB00990,107868-30-4,2.67,3.87,6.83e-03 g/l,19.96,-5
DB00991,21256-18-8,3.33,3.46,3.25e-02 g/l,4.95,-0.59
DB00992,33320-16-0,-1.3,-0.85,2.20e+02 g/l,16.12,7.83
DB00993,446-86-6,0.84,1.17,1.07e+00 g/l,8.65,4
DB00996,60142-96-3,-1.9,-1.3,4.34e+00 g/l,4.63,9.91
DB00997,23214-92-8,1.41,0.92,1.18e+00 g/l,9.53,8.94
DB00998,158747-02-5,1.2,1.08,1.23e-01 g/l,14.54,10.42
DB00999,58-93-5,-0.16,-0.58,2.24e+00 g/l,9.09,-2.7
DB01000,3485-14-1,0.56,-1.9,1.90e+00 g/l,3.3,8.45
DB01001,18559-94-9,0.44,0.34,2.15e+00 g/l,10.12,9.4
DB01002,27262-47-1,3.31,4.52,9.77e-02 g/l,13.62,8
DB01003,16110-51-3,1.84,1.48,3.58e-02 g/l,1.77,-3.4
DB01004,82410-32-0,-1.8,-2.2,1.15e+01 g/l,10.16,1.76
DB01005,127-07-1,-1.8,-1.4,2.69e+02 g/l,10.14,-4.9
DB01009,22071-15-4,3.29,3.61,2.13e-02 g/l,3.88,-7.5
DB01010,312-48-1,-1.6,-1.9,4.86e-02 g/l,8.59,-6.1
DB01013,25122-46-7,3.49,4.18,4.13e-03 g/l,13.63,-3.4
DB01014,80573-04-2,3.37,3.17,6.21e-02 g/l,3.06,-0.033
DB01015,723-46-6,0.79,0.79,4.59e-01 g/l,6.16,1.97
DB01016,10238-21-8,3.78,3.79,2.06e-03 g/l,4.32,-1.2
DB01017,10118-90-8,-0.03,-3.3,3.07e+00 g/l,-2.3,8.25
DB01018,29110-47-2,2.28,1.74,1.39e-01 g/l,12.94,6.65
DB01020,16051-77-7,-0.74,-0.48,5.70e+01 g/l,13.34,-3.5
DB01021,133-67-5,0.86,0.97,4.15e-01 g/l,8.32,-4.1
DB01023,72509-76-3,4.36,3.44,7.15e-03 g/l,19.46,-6.6
DB01024,24280-93-1,2.36,3.53,3.55e-02 g/l,3.57,-4.1
DB01025,68302-57-8,2.76,3.65,1.46e-01 g/l,4.3,0.87
DB01029,138402-11-6,4.51,5.5,8.84e-03 g/l,7.4,4.12
DB01030,123948-87-8,1.84,-0.36,8.61e-01 g/l,8,9.83
DB01033,50-44-2,-0.13,-0.12,7.35e-01 g/l,9.5,2.99
DB01034,17397-89-6,1.38,-0.33,1.60e+00 g/l,-3.4,12.56
DB01035,51-06-9,1.42,0.95,3.02e+00 g/l,15.75,9.04
DB01036,124937-51-5,5.39,5.12,5.34e-03 g/l,10.28,11.01
DB01038,2622-30-2,3.26,3.35,3.66e-02 g/l,15.56,7.67
DB01041,50-35-1,0.42,0.016,2.55e+00 g/l,11.59,-6.4
DB01042,148-82-3,-0.22,0.25,3.58e-01 g/l,1.29,9.51
DB01044,112811-59-3,-0.23,-0.58,6.31e-01 g/l,5.69,8.73
DB01045,13292-46-1,3.85,2.77,4.13e-02 g/l,6.9,7.53
DB01046,136790-76-6,2.76,4.56,2.56e-02 g/l,4.3,-4.4
DB01047,356-12-7,2.93,2.05,1.68e-02 g/l,13.6,-3.4
DB01048,136470-78-5,0.61,0.39,1.21e+00 g/l,15.41,5.8
DB01051,303-81-1,3.07,3.26,9.66e-03 g/l,6.96,-3.9
DB01053,61-33-6,1.92,1.08,2.85e-01 g/l,3.53,-2.6
DB01055,500-44-7,-2.4,-3,1.31e+01 g/l,1.94,8.88
DB01056,41708-72-9,0.55,1.88,1.60e+00 g/l,13.65,8.23
DB01058,55268-74-1,2.42,2.3,3.81e-01 g/l,19.38,-0.22
DB01059,70458-96-7,-0.47,-0.92,1.01e+00 g/l,5.77,8.68
DB01060,26787-78-0,0.75,-2.3,9.58e-01 g/l,3.23,7.43
DB01061,37091-66-0,0.2,-0.33,2.33e-01 g/l,3.49,-5.9
DB01062,5633-20-5,4.36,4.44,1.00e-02 g/l,11.53,8.77
DB01063,2751-68-0,3.48,2.65,6.01e-02 g/l,15.46,8.07
DB01064,7683-59-2,-0.27,0.24,5.86e+00 g/l,9.81,8.96
DB01065,73-31-4,1.42,1.15,1.43e-01 g/l,15.8,-1.6
